"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"classe 1";-3,08635517291502;3,55131199955376;0,635414922819856;0,0225692483410155;-0,650059172738289;0,747990043668588;0,133833365225983;0,0047536158620489;0,442338954021391;0,542796415101907;0,0148479849418988;1,66459348077386e-05;0,404626757665669;0,535723196524229;0,0171505327069237;2,16369969845705e-05;0,0424778761061947;2,96697149944337;0,373929339972074
"classe 2";-0,664939633733007;-0,830578490112625;-0,157804950529857;-0,10301181692988;-0,615389678155487;-0,768685462233271;-0,146045645035057;-0,0953355848421944;0,398791722217814;0,576685439739138;0,0177873912895442;0,00673544675350642;0,203986529976417;0,318271983057188;0,0114888959799253;0,00489565883307762;0,461356932153392;0,673215672255583;0,209095884927292
"classe 3";1,20883863700938;1,31860708407544;-2,92076013762691;-4,25291976695198;0,221374581527153;0,241476473781566;-0,534878712023935;-0,778837062990273;0,0647810754867686;0,0714394709259028;0,299497078952801;0,564282374634532;0,0474165172672379;0,0564187936988593;0,276811910315793;0,586904401136989;0,0324483775811209;3,03661211878954;0,299206916695499
"classe 4";0,850860859818697;0,436184859175573;0,101970431154641;0,542187222700116;0,770779907536402;0,395132202338894;0,0923732224720837;0,491157881523969;0,649057343428694;0,158089519496328;0,00738250590860673;0,185470631166372;0,326317788151834;0,0857560618110603;0,00468675409204458;0,132501932818217;0,450737463126844;0,675246089315935;0,205517028193663
"classe 5";1,16620654964053;-0,543213942458383;7,29045431993878;-4,60864527281445;0,133733079743405;-0,0622922873370146;0,836022494672619;-0,528489851105996;0,0231801439631323;0,00466125566946719;0,717403811099724;0,254754789267679;0,0176524069388426;0,00382996490866427;0,689861906905314;0,275676370214731;0,0129793510324484;4,89736504420794;0,311299148246051
