"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"ne";-0,120235989395088;-0,172488959217047;-0,210120997144862;0,0390108488643883;-0,401050042895596;-0,575341084154955;-0,700863654403091;0,130121627386016;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,178640541502133;NA
"un";0,113615049861854;0,00456376961942098;0,147772460757925;0,129596657406261;0,500350513379534;0,0200984330403387;0,650776694579525;0,570732082979666;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,131092689221031;NA
"ce";0,271287873356081;0,533642718087622;0,0588930336682254;-0,0337935045917462;0,450285338001981;0,885743578265233;0,097751031932237;-0,0560906738997253;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,373400453988831;NA
"qu";0,274445979752572;0,224382997047195;-0,0137179052406406;-0,189413127945722;0,682427352474252;0,557942567616423;-0,0341104422928799;-0,470987767954923;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,245451722597562;NA
"c";0,0410816477932816;0,23689938247386;0,0989435023224737;-0,0984153411263699;0,147775314511881;0,852153762889473;0,355910922760058;-0,354011067446076;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,167056582079541;NA
"je";0,056261994693778;-0,0436883036200378;0,800641660099947;-1,06254859361648;0,0422281843868751;-0,0327908342186944;0,600932189385268;-0,797509903007642;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,730973250789764;NA
"faire";-0,136198879485164;0,110996916871636;-0,194530032374351;0,0220129376273273;-0,517761851020456;0,421956255104742;-0,739508504195765;0,0836824750350776;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,156973100980919;NA
"du";-0,0872797038593921;-0,0725914851270211;0,03536967376012;-0,230187976448659;-0,336877339118215;-0,280184570649168;0,136517896543096;-0,88846672908006;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,14407728227157;NA
"pas";-0,0646261747653972;0,0229993309874473;-0,356499336751286;-0,216296806913602;-0,152929088117875;0,0544248012202441;-0,843607387903027;-0,511837093316812;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,237717101756353;NA
"plus";0,306361611950548;-0,21041495083973;0,179675540441491;-0,0388625013055416;0,738863511852276;-0,50746543776758;0,433330076700291;-0,09372611669967;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,256956510795304;NA
"pouvoir";0,389747990229409;-0,0865899028646992;-0,099960675513846;-0,454150574971906;0,635908149950315;-0,141279047783307;-0,163094640196549;-0,740986635387824;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,357077230916801;NA
"mais";0,0202186799306001;0,348354000330422;0,128545457203214;-0,199980257649272;0,0478858452192805;0,825040299297358;0,30444657556296;-0,473632487263013;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,250991388720352;NA
"au";-0,137083903863762;-0,515714027822031;-0,388753594032277;-0,219409701941152;-0,197039590323309;-0,741269236591229;-0,558780766711756;-0,315371801976178;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,413786159642647;NA
"cette";0,148936411435876;0,0118238657094699;-0,238090989741285;-0,794068972961714;0,176810454836931;0,0140367493339415;-0,28265066804605;-0,942682148224742;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,457015763537315;NA
"on";-0,0285726683856745;0,470735368582842;0,338968132077519;-0,0729459364053462;-0,0488133865158204;0,804201665141715;0,579091256871948;-0,124620428881535;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,350733846349823;NA
"aussi";-0,102660519850058;0,406421818929266;0,324700290135422;-0,110537757058492;-0,189538750484859;0,750363273458463;0,599483495351739;-0,204082235165631;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,323317966566409;NA
"ou";-0,239482496449881;-0,00406382283182659;0,00953128741503887;0,348859288681453;-0,565784167165904;-0,00960089630974755;0,0225179359330138;0,824189930498881;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,241848571492538;NA
