%%MatrixMarket matrix coordinate integer general
139 169 917
1 1 1
78 1 1
93 1 1
98 1 1
123 1 1
1 2 1
27 2 1
45 2 1
2 3 1
5 3 1
7 3 1
12 3 1
28 3 1
52 3 1
54 3 1
62 3 1
69 3 1
86 3 1
125 3 1
129 3 1
2 4 1
3 4 1
5 4 1
7 4 1
8 4 1
10 4 1
13 4 1
14 4 1
15 4 1
17 4 1
18 4 1
19 4 1
20 4 1
21 4 1
22 4 1
25 4 1
26 4 1
27 4 1
29 4 1
31 4 1
32 4 1
36 4 1
37 4 1
39 4 1
40 4 1
49 4 1
50 4 1
57 4 1
59 4 1
60 4 1
63 4 1
66 4 1
67 4 1
68 4 1
70 4 1
73 4 1
74 4 1
76 4 1
79 4 1
82 4 1
83 4 1
84 4 1
86 4 1
96 4 1
98 4 1
99 4 1
101 4 1
103 4 1
106 4 1
107 4 1
108 4 1
110 4 1
112 4 1
121 4 1
122 4 1
124 4 1
126 4 1
127 4 1
128 4 1
129 4 1
136 4 1
2 5 1
30 5 1
36 5 1
92 5 1
3 6 1
40 6 1
61 6 1
3 7 1
12 7 1
18 7 1
25 7 1
49 7 1
80 7 1
81 7 1
83 7 1
124 7 1
126 7 1
139 7 1
3 8 1
24 8 1
35 8 1
124 8 1
3 9 1
27 9 1
42 9 1
74 9 1
3 10 1
87 10 1
88 10 1
3 11 1
5 11 1
7 11 1
8 11 1
10 11 1
14 11 1
17 11 1
19 11 1
20 11 1
22 11 1
23 11 1
25 11 1
36 11 1
49 11 1
57 11 1
60 11 1
63 11 1
83 11 1
87 11 1
90 11 1
92 11 1
96 11 1
98 11 1
114 11 1
118 11 1
122 11 1
123 11 1
124 11 1
129 11 1
3 12 1
19 12 1
37 12 1
43 12 1
45 12 1
49 12 1
59 12 1
93 12 1
98 12 1
120 12 1
123 12 1
3 13 1
45 13 1
51 13 1
68 13 1
73 13 1
119 13 1
3 14 1
6 14 1
124 14 1
3 15 1
13 15 1
17 15 1
39 15 1
57 15 1
65 15 1
84 15 1
90 15 1
100 15 1
112 15 1
4 16 1
15 16 1
86 16 1
101 16 1
137 16 1
4 17 1
31 17 1
48 17 1
53 17 1
57 17 1
97 17 1
107 17 1
117 17 1
4 18 1
24 18 1
61 18 1
5 19 1
72 19 1
103 19 1
115 19 1
127 19 1
5 20 1
51 20 1
57 20 1
94 20 1
99 20 1
100 20 1
5 21 1
50 21 1
84 21 1
108 21 1
125 21 1
5 22 1
43 22 1
59 22 1
126 22 1
5 23 1
14 23 1
18 23 1
21 23 1
24 23 1
34 23 1
90 23 1
108 23 1
114 23 1
126 23 1
133 23 1
6 24 1
67 24 1
96 24 1
6 25 1
45 25 1
48 25 1
67 25 1
86 25 1
104 25 1
129 25 1
6 26 1
9 26 1
77 26 1
89 26 1
91 26 1
95 26 1
96 26 1
105 26 1
108 26 1
6 27 1
25 27 1
84 27 1
118 27 1
6 28 1
36 28 1
59 28 1
60 28 1
6 29 1
38 29 1
54 29 1
66 29 1
78 29 1
83 29 1
100 29 1
136 29 1
7 30 1
14 30 1
27 30 1
40 30 1
64 30 1
67 30 1
86 30 1
90 30 1
95 30 1
97 30 1
114 30 1
7 31 1
47 31 1
61 31 1
81 31 1
84 31 1
124 31 1
7 32 1
29 32 1
34 32 1
58 32 1
91 32 1
136 32 1
139 32 1
8 33 1
31 33 1
44 33 1
48 33 1
80 33 1
87 33 1
112 33 1
8 34 1
10 34 1
12 34 1
71 34 1
80 34 1
88 34 1
91 34 1
125 34 1
129 34 1
130 34 1
8 35 1
12 35 1
26 35 1
49 35 1
56 35 1
68 35 1
77 35 1
81 35 1
82 35 1
109 35 1
125 35 1
9 36 1
10 36 1
129 36 1
9 37 1
43 37 1
47 37 1
84 37 1
9 38 1
39 38 1
89 38 1
9 39 1
56 39 1
65 39 1
72 39 1
77 39 1
82 39 1
96 39 1
100 39 1
120 39 1
123 39 1
10 40 1
28 40 1
34 40 1
72 40 1
82 40 1
90 40 1
96 40 1
98 40 1
109 40 1
119 40 1
10 41 1
95 41 1
96 41 1
113 41 1
116 41 1
128 41 1
10 42 1
69 42 1
11 43 1
26 43 1
92 43 1
11 44 1
83 44 1
111 44 1
121 44 1
126 44 1
12 45 1
63 45 1
76 45 1
104 45 1
128 45 1
12 46 1
13 46 1
83 46 1
117 46 1
12 47 1
125 47 1
129 47 1
12 48 1
53 48 1
74 48 1
91 48 1
105 48 1
12 49 1
25 49 1
68 49 1
82 49 1
100 49 1
12 50 1
25 50 1
98 50 1
100 50 1
12 51 1
22 51 1
25 51 1
55 51 1
78 51 1
82 51 1
117 51 1
123 51 1
138 51 1
13 52 1
18 52 1
41 52 1
82 52 1
83 52 1
13 53 1
21 53 1
62 53 1
109 53 1
119 53 1
13 54 1
21 54 1
50 54 1
51 54 1
99 54 1
119 54 1
13 55 1
62 55 1
65 55 1
66 55 1
67 55 1
78 55 1
79 55 1
85 55 1
93 55 1
100 55 1
119 55 1
122 55 1
13 56 1
109 56 1
119 56 1
135 56 1
14 57 1
84 57 1
94 57 1
121 57 1
14 58 1
83 58 1
94 58 1
119 58 1
14 59 1
18 59 1
74 59 1
75 59 1
16 60 1
23 60 1
25 60 1
106 60 1
16 61 1
66 61 1
16 62 1
17 62 1
22 62 1
23 62 1
31 62 1
40 62 1
50 62 1
65 62 1
82 62 1
85 62 1
88 62 1
90 62 1
112 62 1
122 62 1
17 63 1
31 63 1
59 63 1
63 63 1
67 63 1
76 63 1
82 63 1
128 63 1
17 64 1
29 64 1
50 64 1
65 64 1
79 64 1
94 64 1
100 64 1
112 64 1
17 65 1
47 65 1
104 65 1
17 66 1
40 66 1
63 66 1
73 66 1
81 66 1
84 66 1
93 66 1
95 66 1
18 67 1
32 67 1
125 67 1
18 68 1
51 68 1
69 68 1
130 68 1
18 69 1
85 69 1
108 69 1
136 69 1
139 69 1
18 70 1
125 70 1
126 70 1
138 70 1
19 71 1
27 71 1
43 71 1
66 71 1
84 71 1
19 72 1
27 72 1
45 72 1
49 72 1
129 72 1
20 73 1
66 73 1
68 73 1
110 73 1
114 73 1
20 74 1
27 74 1
28 74 1
29 74 1
31 74 1
35 74 1
41 74 1
42 74 1
50 74 1
66 74 1
76 74 1
86 74 1
90 74 1
20 75 1
22 75 1
112 75 1
128 75 1
20 76 1
55 76 1
72 76 1
123 76 1
20 77 1
31 77 1
43 77 1
48 77 1
49 77 1
58 77 1
20 78 1
31 78 1
36 78 1
43 78 1
48 78 1
55 78 1
58 78 1
95 78 1
21 79 1
25 79 1
27 79 1
40 79 1
52 79 1
124 79 1
131 79 1
135 79 1
136 79 1
139 79 1
21 80 1
101 80 1
131 80 1
21 81 1
50 81 1
93 81 1
21 82 1
81 82 1
126 82 1
129 82 1
130 82 1
21 83 1
54 83 1
55 83 1
74 83 1
77 83 1
100 83 1
106 83 1
118 83 1
22 84 1
65 84 1
67 84 1
79 84 1
22 85 1
46 85 1
68 85 1
86 85 1
121 85 1
122 85 1
123 85 1
22 86 1
25 86 1
26 86 1
27 86 1
65 86 1
67 86 1
69 86 1
82 86 1
24 87 1
40 87 1
45 87 1
53 87 1
62 87 1
70 87 1
89 87 1
96 87 1
104 87 1
24 88 1
55 88 1
62 88 1
133 88 1
136 88 1
24 89 1
69 89 1
25 90 1
28 90 1
33 90 1
138 90 1
25 91 1
28 91 1
33 91 1
34 91 1
35 91 1
39 91 1
25 92 1
80 92 1
83 92 1
132 92 1
26 93 1
50 93 1
139 93 1
26 94 1
47 94 1
55 94 1
82 94 1
26 95 1
27 95 1
78 95 1
80 95 1
27 96 1
45 96 1
46 96 1
49 96 1
65 96 1
100 96 1
101 96 1
106 96 1
133 96 1
27 97 1
42 97 1
66 97 1
67 97 1
76 97 1
28 98 1
29 98 1
42 98 1
28 99 1
29 99 1
30 99 1
32 99 1
33 99 1
36 99 1
42 99 1
54 99 1
55 99 1
87 99 1
28 100 1
82 100 1
104 100 1
125 100 1
129 100 1
132 100 1
30 101 1
32 101 1
101 101 1
139 101 1
30 102 1
49 102 1
104 102 1
30 103 1
67 103 1
128 103 1
30 104 1
75 104 1
117 104 1
135 104 1
30 105 1
34 105 1
39 105 1
31 106 1
35 106 1
41 106 1
32 107 1
51 107 1
97 107 1
32 108 1
44 108 1
126 108 1
137 108 1
32 109 1
47 109 1
49 109 1
84 109 1
32 110 1
33 110 1
36 110 1
32 111 1
65 111 1
85 111 1
122 111 1
32 112 1
43 112 1
48 112 1
102 112 1
33 113 1
43 113 1
67 113 1
33 114 1
61 114 1
124 114 1
34 115 1
81 115 1
126 115 1
36 116 1
80 116 1
115 116 1
36 117 1
89 117 1
101 117 1
115 117 1
37 118 1
38 118 1
39 118 1
40 118 1
43 118 1
115 118 1
37 119 1
39 119 1
40 119 1
95 119 1
37 120 1
67 120 1
93 120 1
118 120 1
38 121 1
63 121 1
94 121 1
39 122 1
96 122 1
98 122 1
41 123 1
108 123 1
127 123 1
135 123 1
41 124 1
45 124 1
46 124 1
48 124 1
49 124 1
53 124 1
98 124 1
43 125 1
45 125 1
47 125 1
65 125 1
87 125 1
94 125 1
112 125 1
127 125 1
43 126 1
57 126 1
130 126 1
46 127 1
68 127 1
100 127 1
120 127 1
47 128 1
88 128 1
92 128 1
47 129 1
59 129 1
75 129 1
77 129 1
125 129 1
136 129 1
139 129 1
47 130 1
57 130 1
60 130 1
49 131 1
60 131 1
67 131 1
52 132 1
54 132 1
56 132 1
52 133 1
62 133 1
72 133 1
56 134 1
100 134 1
132 134 1
56 135 1
68 135 1
108 135 1
112 135 1
58 136 1
76 136 1
87 136 1
58 137 1
78 137 1
83 137 1
93 137 1
58 138 1
85 138 1
91 138 1
117 138 1
60 139 1
67 139 1
104 139 1
60 140 1
88 140 1
89 140 1
62 141 1
73 141 1
111 141 1
125 141 1
63 142 1
64 142 1
69 142 1
76 142 1
79 142 1
91 142 1
116 142 1
119 142 1
63 143 1
76 143 1
133 143 1
68 144 1
74 144 1
75 144 1
85 144 1
105 144 1
68 145 1
107 145 1
108 145 1
117 145 1
68 146 1
77 146 1
79 146 1
86 146 1
69 147 1
118 147 1
122 147 1
69 148 1
91 148 1
92 148 1
119 148 1
69 149 1
88 149 1
92 149 1
94 149 1
117 149 1
70 150 1
71 150 1
71 151 1
72 151 1
73 151 1
72 152 1
123 152 1
125 152 1
72 153 1
123 153 1
137 153 1
73 154 1
95 154 1
103 154 1
76 155 1
79 155 1
83 155 1
107 155 1
124 155 1
78 156 1
107 156 1
122 156 1
78 157 1
82 157 1
122 157 1
79 158 1
83 158 1
88 158 1
101 158 1
84 159 1
121 159 1
126 159 1
85 160 1
88 160 1
89 160 1
94 161 1
107 161 1
109 161 1
99 162 1
100 162 1
101 163 1
103 163 1
108 163 1
102 164 1
106 164 1
119 164 1
104 165 1
133 165 1
104 166 1
133 166 1
116 167 1
120 167 1
121 167 1
122 167 1
124 167 1
136 167 1
119 168 1
120 168 1
122 168 1
125 168 1
130 168 1
120 169 1
121 169 1
122 169 1
