*loc_mitterand;4;3;0;102;22
*date_1982;4;3;0;102;22
*loc_chirac;0;5;2;12;2
*date_2006;0;5;2;12;2
*loc_hollande;0;7;2;56;4
*date_2017;0;7;2;56;4
