femme;0;6;2;100;4
droit;0;0;0;48;1
égalité;0;0;0;14;4
loi;0;1;0;8;7
vie;0;2;0;10;1
homme;0;0;0;16;0
violence;0;9;0;3;0
politique;0;0;0;15;0
pays;0;0;0;13;0
ministre;0;0;0;8;4
enfant;0;0;0;13;0
combat;0;0;0;11;0
société;0;0;0;13;1
liberté;0;0;1;11;0
travail;0;0;0;13;0
temps;1;0;0;9;0
gouvernement;1;0;0;9;3
france;0;2;0;8;1
action;0;0;0;13;0
fille;0;1;0;10;0
cas;1;0;0;8;2
année;0;1;0;8;1
état;0;0;0;8;2
éducation;0;0;0;10;0
lutte;0;0;1;7;0
famille;0;0;0;9;0
problème;0;0;0;3;6
emploi;0;0;0;8;1
domaine;0;0;0;9;0
tâche;0;0;0;7;0
nom;0;1;0;6;0
monde;0;0;0;7;0
fois;0;2;0;6;0
fin;0;0;0;8;0
exigence;0;0;0;0;5
dignité;0;0;0;3;5
corps;0;0;0;7;0
cause;0;0;0;7;1
autonomie;0;0;0;1;5
victime;0;7;0;0;0
serment;0;0;1;4;0
rôle;0;0;0;5;1
projet;0;0;0;0;5
place;0;1;0;5;0
nombre;0;0;0;5;1
lieu;0;0;0;4;0
situation;0;0;0;5;0
sexe;0;0;0;6;0
réforme;0;0;0;3;3
question;0;0;0;6;0
principe;0;0;0;6;0
plan;0;0;0;6;0
ivg;0;0;0;5;0
formation;0;0;0;6;0
exemple;0;0;0;6;0
développement;0;0;0;6;0
condition;0;0;0;6;0
chômage;0;0;0;6;0
statut;0;0;0;0;5
salaire;0;0;0;5;0
république;0;0;0;5;0
réalité;0;1;0;3;1
responsabilité;1;0;0;4;0
prostitution;0;0;0;3;2
progrès;0;0;0;4;1
organisation;0;0;0;4;1
oeuvre;0;0;0;5;0
objectif;0;0;0;2;3
moyen;0;0;0;5;0
mouvement;0;0;0;4;0
moment;0;0;0;5;0
mois;0;1;0;4;0
jour;0;0;0;2;3
essentiel;0;0;0;0;5
engagement;0;0;0;4;1
discrimination;0;0;0;4;1
cours;0;0;0;5;0
conjoint;0;0;0;2;2
chose;0;0;0;5;0
choix;0;0;0;5;0
activité;0;0;0;4;1
acte;0;4;0;0;0
étape;0;0;0;1;3
école;0;1;0;3;0
service;0;0;0;4;0
reconnaissance;0;0;0;2;2
protection;0;0;0;4;0
programme;0;0;0;4;0
police;0;1;0;3;0
part;0;0;0;3;0
objet;0;2;0;1;1
mère;0;0;1;2;0
mesure;0;0;0;4;0
législation;0;0;0;4;0
inégalité;0;0;0;4;0
information;0;0;0;4;0
façon;0;2;0;2;0
décision;2;0;0;1;0
doute;0;0;0;3;1
disposition;0;2;0;1;1
collectif;0;0;0;3;1
chemin;0;0;4;0;0
accès;0;0;0;4;0
égard;0;0;0;2;1
âge;0;0;0;3;0
à_juste_titre;0;1;0;2;0
yvetteroudy;0;0;0;2;1
voie;0;0;0;3;0
viol;0;1;0;2;0
versement;3;0;0;0;0
valeur;0;1;0;1;1
traitement;0;0;0;3;0
terme;0;0;0;2;1
simonedebeauvoir;0;0;0;3;0
régime;0;0;0;3;0
réduction;0;0;0;3;0
règle;0;0;0;1;2
respect;0;0;0;2;1
quota;0;0;0;3;0
présent;0;0;0;3;0
pierremauroy;0;0;0;2;1
nation;0;0;0;3;0
mixité;0;0;0;2;1
mari;0;0;0;3;0
manière;0;1;0;2;0
ligne;0;0;0;3;0
internet;0;0;0;2;1
initiative;0;0;1;1;1
guerre;0;2;0;1;0
garçon;0;0;0;3;0
forme;0;0;0;2;1
fait;0;0;0;2;1
effort;0;0;0;2;1
domestique;0;1;0;2;0
crise;0;0;0;3;0
convention;0;1;0;2;0
contraception;0;0;0;3;0
conseil;0;1;0;1;1
changement;0;0;0;2;1
association;0;0;0;2;1
agriculteur;0;0;0;1;2
