"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"mass";"chi.distance";"inertie"
"gouvernement";0,999403158186115;0,0323292568246424;0,454389618567604;0,357410503437477;0,865271456500529;0,0279902889150452;0,39340516773061;0,309441794679962;0,781832862163629;0,000719965819137985;0,138536560542965;0,0789106114742681;0,0133310952194055;1,39500523704701e-05;0,00275575875873322;0,00170497893591027;0,013347022587269;0,823675237824894;0,00905516598180354
"france";-0,225531478093912;-0,601955755439994;-0,457598893411294;0,169157471485216;-0,279473891141246;-0,745930983512781;-0,567046979004545;0,209616401094583;0,0889533547621185;0,557654346655243;0,313901249653931;0,0394910489287074;0,000574444480208902;0,00409225672133539;0,00236485032829943;0,000323158882702245;0,0112936344969199;0,551059194803782;0,00342949548044735
"action";-0,0621223602630702;0,133712676233029;0,0397875242805461;-0,752938898991441;-0,0808600963135911;0,174043932535161;0,0517884869760308;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;5,15086646617154e-05;0,000238632481735304;2,11289652452521e-05;0,00756665381210243;0,013347022587269;0,498716300834401;0,00331964407939767
"fille";-0,139107491168471;-0,229375404994429;-0,315605248479627;-0,477442854057395;-0,220079704063212;-0,36289110547912;-0,499313941346789;-0,755354590507218;0,0584753233734641;0,139911445286896;0,258009171433744;0,543604059905896;0,000218541925144814;0,000594192854804868;0,00112492135682419;0,00257440294434823;0,0112936344969199;0,419214653537929;0,00198475378146836
"cas";1,20184665392419;0,0233881770594056;0,316372689700381;0,188187932361444;0,955990006681083;0,0186037573681091;0,25165367707506;0,149691129170348;0,926714941077209;0,00030883658657679;0,055045413130624;0,0179308092055909;0,0163129252310436;6,17769516199502e-06;0,00113039883641765;0,000399960653748698;0,0112936344969199;0,909804811019735;0,00934824716191089
"année";-0,157188745881055;-0,276125709257092;-0,116405485144288;-0,0416785408945702;-0,461043276147566;-0,809891960845546;-0,341423719183305;-0,122245463130188;0,235786462991988;0,64029131149753;0,110840371950934;0,0130818535595489;0,000253678663569393;0,000782807056598891;0,000139119476095246;1,78347101755684e-05;0,0102669404517454;0,235903436790172;0,000571359666215755
"état";-0,0828878435071577;0,112829683953196;0,50926560550326;0,0634905183473981;-0,155815383785878;0,212101072530477;0,957334784124113;0,119351633055937;0,0282074081870254;0,0459955901112036;0,912736268810656;0,0130607328911162;7,05379322512019e-05;0,000130703671262608;0,0026627459645647;4,13865084191098e-05;0,0102669404517454;0,359651190328784;0,0013280182618574
"éducation";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760305;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;3,96220497397811e-05;0,000183563447488695;1,62530501886553e-05;0,00582050293238649;0,0102669404517454;0,498716300834401;0,00255357236876744
"lutte";-0,139624306269179;1,43814145967904;-0,891486028184291;-0,0453177743899003;-0,0822095422912449;0,846764824187171;-0,524898997132911;-0,0266827000957067;0,00772859178983493;0,72155505886568;0,270073833622506;0,000642515721980475;0,000160122767155232;0,0169876867190782;0,00652769887842137;1,68681780341183e-05;0,0082135523613963;1,15739898339333;0,0110026481048042
"famille";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760306;-0,98004505355039;0,00824011502712049;0,0335946786373003;0,00289738579250605;0,955267820543074;3,5659844765803e-05;0,000165207102739826;1,46277451697898e-05;0,00523845263914784;0,00924024640657084;0,498716300834401;0,0022982151318907
"problème";-0,131340637743362;0,0641027019669169;1,60471446168959;1,96849249213802;-0,0516296246624472;0,0251985866618644;0,630808611644815;0,77380870282144;0,00326328111058046;0,000684064207087308;0,417567695686538;0,578484958995795;0,0001593976058578;3,7969617654142e-05;0,0237946370965107;0,0358056100866878;0,00924024640657084;1,67549883455181;0,0259401099602262
"emploi";-0,0736587398431188;0,122111013855344;0,300608680515387;-0,299367000469864;-0,164573155669977;0,272828383095283;0,671639499665249;-0,668865257207947;0,032540674428653;0,0787001580839156;0,464575314378105;0,424183853109328;5,01339728926964e-05;0,000137782235465113;0,000835000214795501;0,000828116436070751;0,00924024640657084;0,297565969573059;0,000818182295925657
"domaine";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760306;-0,98004505355039;0,00824011502712049;0,0335946786373003;0,00289738579250605;0,955267820543074;3,5659844765803e-05;0,000165207102739826;1,46277451697898e-05;0,00523845263914784;0,00924024640657084;0,498716300834401;0,0022982151318907
"tâche";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760306;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250606;0,955267820543074;2,77354348178468e-05;0,000128494413242087;1,13771351320588e-05;0,00407435205267054;0,00718685831622177;0,498716300834401;0,00178750065813721
"nom";-0,183098994542986;-0,436854308552977;-0,518686832914012;-0,320016542666511;-0,237208787008975;-0,565954394725897;-0,671970235446456;-0,414588491314229;0,0653639815423072;0,327437018095156;0,449626749742967;0,157572250619569;0,000240941162852738;0,00137155216458839;0,00193352383415665;0,000736010383020109;0,00718685831622177;0,521902002230994;0,00195756868534809
"monde";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760306;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250606;0,955267820543074;2,77354348178468e-05;0,000128494413242087;1,13771351320588e-05;0,00407435205267054;0,00718685831622177;0,498716300834401;0,00178750065813721
"fois";-0,273831470252923;-0,864779547142481;-0,93754260080993;0,00467522457718732;-0,209905873575187;-0,662897898934827;-0,718674513397572;0,00358379954695589;0,0504408634893261;0,442705141060026;0,506842391949457;1,16035011911356e-05;0,000615882333477432;0,00614245310189696;0,00721959859000778;1,79529567532948e-07;0,0082135523613963;0,888514162848526;0,0064842498364059
"fin";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760306;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;3,16976397918249e-05;0,000146850757990956;1,30024401509243e-05;0,00465640234590919;0,0082135523613963;0,498716300834401;0,00204285789501395
"exigence";-0,165949776483508;0,0292977148338606;2,38717793039412;3,32920818770276;-0,0404747807694176;0,00714564737641133;0,582227378895543;0,811986459930007;0,0020160722505251;5,52978433065735e-05;0,357599945730743;0,640328684175426;0,000141372321945206;4,40634545424135e-06;0,0292536882513385;0,0568974700054778;0,00513347022587269;2,69336913328559;0,0372394111300595
"dignité";-0,127014495400844;0,0684533253585488;1,50690652810153;1,79840303019243;-0,0540323880672811;0,0291202718917734;0,641043040406868;0,765046620246514;0,0035698970347068;0,000912485908698889;0,430721805459344;0,56479581159725;0,000132506628681157;3,84875380093909e-05;0,0186510659912525;0,0265647101355673;0,0082135523613963;1,54916506616191;0,019711806178369
"corps";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760306;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250606;0,955267820543074;2,77354348178468e-05;0,000128494413242087;1,13771351320588e-05;0,00407435205267054;0,00718685831622177;0,498716300834401;0,00178750065813721
"cause";-0,0751007872906249;0,120660806058133;0,333211325044742;-0,242670513154667;-0,172239580365205;0,276729011129483;0,764202092536582;-0,55655165359347;0,0352290934925883;0,0800263267740891;0,594466122641544;0,29027845709178;4,63254887200959e-05;0,000119581356210254;0,000911948970333246;0,000483687703940446;0,0082135523613963;0,291585557108541;0,000698333775066104
"autonomie";-0,148645207113435;0,0467002084003887;1,99594619604185;2,64885033992039;-0,0447684174270581;0,0140649972118089;0,601131743172595;0,797771014768515;0,00246161299119729;0,00021381764487806;0,380443990773703;0,616880578590223;0,000136111278836525;1,34347605624625e-05;0,0245408699229606;0,0432222266322158;0,00616016427104723;2,18329930095682;0,0293642454059048
"victime";-0,908958800222481;-3,86025621726901;-3,86953297608136;2,27751759528307;-0,151729010849243;-0,644377784039835;-0,645926317854722;0,380177288386961;0,0267656779992972;0,424824997842975;0,41579768789955;0,132611636258179;0,00593782618430518;0,107095530226641;0,107610881078919;0,0372788550079753;0,00718685831622177;4,04880934879097;0,117813141683778
"serment";-0,186125473872844;2,22079872974665;-1,45025015966319;0,379254900371024;-0,0692992123078333;0,82685942694131;-0,53996474326039;0,141206172979594;0,00550655480610197;0,689881793840279;0,286569054900997;0,018042596452624;0,000177837228051288;0,0253180030700429;0,010796845613979;0,000738368991044331;0,00513347022587269;1,8278396179637;0,0171509120585096
"rôle";-0,0794269296331431;0,116310182666501;0,431019258632808;-0,0725810512090751;-0,172960807238308;0,253278115834892;0,93859147335439;-0,158053159870455;0,0347359813750782;0,0655492081663209;0,876824123176517;0,022890687282086;3,88622411762727e-05;8,33350631945474e-05;0,00114442054196535;3,2451800788179e-05;0,00616016427104723;0,310563377235822;0,000594145449364187
"projet";-0,165949776483508;0,0292977148338606;2,38717793039412;3,32920818770276;-0,0404747807694176;0,00714564737641133;0,582227378895543;0,811986459930007;0,0020160722505251;5,52978433065735e-05;0,357599945730743;0,640328684175426;0,000141372321945206;4,40634545424135e-06;0,0292536882513385;0,0568974700054778;0,00513347022587269;2,69336913328559;0,0372394111300595
"place";-0,203261766922972;-0,531948806017311;-0,611765892446438;-0,247862816612356;-0,233160556451749;-0,610195815437548;-0,701753596164827;-0,28432219752835;0,0626347804753588;0,377512897447519;0,486350986925081;0,0735013351520414;0,000254509317613852;0,00174313880219657;0,00230548772378308;0,000378455703443595;0,00616016427104723;0,591861607810612;0,00215790654702359
"nombre";-0,0794269296331431;0,116310182666501;0,431019258632808;-0,0725810512090751;-0,172960807238308;0,253278115834892;0,93859147335439;-0,158053159870455;0,0347359813750782;0,0655492081663209;0,876824123176517;0,022890687282086;3,88622411762727e-05;8,33350631945474e-05;0,00114442054196535;3,2451800788179e-05;0,00616016427104723;0,310563377235822;0,000594145449364187
"lieu";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760306;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250606;0,955267820543074;1,58488198959124e-05;7,3425378995478e-05;6,50122007546216e-06;0,0023282011729546;0,00410677618069815;0,498716300834401;0,00102142894750698
"situation";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760305;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;1,98110248698906e-05;9,17817237443475e-05;8,12652509432767e-06;0,00291025146619325;0,00513347022587269;0,498716300834401;0,00127678618438372
"sexe";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760307;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;2,37732298438687e-05;0,000110138068493217;9,75183011319326e-06;0,00349230175943189;0,00616016427104723;0,498716300834401;0,00153214342126046
"réforme";-0,114036068373289;0,081505195533445;1,21348272733733;1,28813464435566;-0,0642369719224645;0,0459122015665988;0,68355965788998;0,725611380348237;0,00501987598807208;0,00225666479808843;0,487248857330627;0,505474601883213;8,01081615402716e-05;4,09225681659862e-05;0,00907109032574567;0,0102215042833015;0,00616016427104723;1,17291892695676;0,00847477705880936
"question";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760307;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;2,37732298438687e-05;0,000110138068493217;9,75183011319326e-06;0,00349230175943189;0,00616016427104723;0,498716300834401;0,00153214342126046
"principe";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760307;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;2,37732298438687e-05;0,000110138068493217;9,75183011319326e-06;0,00349230175943189;0,00616016427104723;0,498716300834401;0,00153214342126046
"plan";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760307;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;2,37732298438687e-05;0,000110138068493217;9,75183011319326e-06;0,00349230175943189;0,00616016427104723;0,498716300834401;0,00153214342126046
"ivg";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760305;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;1,98110248698906e-05;9,17817237443475e-05;8,12652509432767e-06;0,00291025146619325;0,00513347022587269;0,498716300834401;0,00127678618438372
"formation";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760307;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;2,37732298438687e-05;0,000110138068493217;9,75183011319326e-06;0,00349230175943189;0,00616016427104723;0,498716300834401;0,00153214342126046
"exemple";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760307;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;2,37732298438687e-05;0,000110138068493217;9,75183011319326e-06;0,00349230175943189;0,00616016427104723;0,498716300834401;0,00153214342126046
"développement";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760307;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;2,37732298438687e-05;0,000110138068493217;9,75183011319326e-06;0,00349230175943189;0,00616016427104723;0,498716300834401;0,00153214342126046
"condition";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760307;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;2,37732298438687e-05;0,000110138068493217;9,75183011319326e-06;0,00349230175943189;0,00616016427104723;0,498716300834401;0,00153214342126046
"chômage";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760307;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250607;0,955267820543074;2,37732298438687e-05;0,000110138068493217;9,75183011319326e-06;0,00349230175943189;0,00616016427104723;0,498716300834401;0,00153214342126046
"statut";-0,165949776483508;0,0292977148338606;2,38717793039412;3,32920818770276;-0,0404747807694176;0,00714564737641133;0,582227378895543;0,811986459930007;0,0020160722505251;5,52978433065735e-05;0,357599945730743;0,640328684175426;0,000141372321945206;4,40634545424135e-06;0,0292536882513385;0,0568974700054778;0,00513347022587269;2,69336913328559;0,0372394111300595
"salaire";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760305;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;1,98110248698906e-05;9,17817237443475e-05;8,12652509432767e-06;0,00291025146619325;0,00513347022587269;0,498716300834401;0,00127678618438372
"république";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760305;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;1,98110248698906e-05;9,17817237443475e-05;8,12652509432767e-06;0,00291025146619325;0,00513347022587269;0,498716300834401;0,00127678618438372
"réalité";-0,25225513149904;-0,685964094747213;-0,272598494569121;0,669581817202301;-0,245379128616061;-0,667265997051151;-0,265167969673892;0,651330269738773;0,0710796093381397;0,46254685382642;0,0711519871244505;0,395221549710991;0,000326656321188901;0,00241553767598749;0,000381467860581886;0,00230153906533848;0,00513347022587269;0,689508693765475;0,00244056590748548
"responsabilité";2,76014043743708;-0,0672352373892755;-0,290681274241246;-0,315318704692772;0,987857205183178;-0,0240635631420517;-0,104035137950327;-0,112852900575238;0,980076516157208;0,000511775461783033;0,0093176597745123;0,0100940486064967;0,0391087024351916;2,32062481868184e-05;0,000433755663216192;0,000510399823044802;0,00513347022587269;2,03176484270901;0,0211913160989136
"prostitution";-0,103653326751245;0,0919466916733618;0,978743686725973;0,879919935686238;-0,0783233051911297;0,0694774496773294;0,739565654880527;0,664891709958403;0,00740795301435503;0,00512969913327881;0,566167310371967;0,4212950374804;5,51540664609877e-05;4,33993537457713e-05;0,00491755238350077;0,00397463600214616;0,00513347022587269;0,877619751167985;0,00395388309876877
"progrès";-0,0828878435071577;0,112829683953195;0,50926560550326;0,0634905183473981;-0,155815383785878;0,212101072530477;0,957334784124113;0,119351633055937;0,0282074081870254;0,0459955901112036;0,912736268810656;0,0130607328911162;3,52689661256009e-05;6,53518356313038e-05;0,00133137298228235;2,06932542095549e-05;0,00513347022587269;0,359651190328784;0,000664009130928701
"organisation";-0,0828878435071577;0,112829683953195;0,50926560550326;0,0634905183473981;-0,155815383785878;0,212101072530477;0,957334784124113;0,119351633055937;0,0282074081870254;0,0459955901112036;0,912736268810656;0,0130607328911162;3,52689661256009e-05;6,53518356313038e-05;0,00133137298228235;2,06932542095549e-05;0,00513347022587269;0,359651190328784;0,000664009130928701
"oeuvre";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760305;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;1,98110248698906e-05;9,17817237443475e-05;8,12652509432767e-06;0,00291025146619325;0,00513347022587269;0,498716300834401;0,00127678618438372
"objectif";-0,124418809995333;0,071063699393528;1,44822176794869;1,69634935302508;-0,0556669644106495;0,0317950350527948;0,647957568619662;0,758973816470497;0,0037861054039371;0,00108693653803185;0,439709521874992;0,555417436183041;7,94663258760508e-05;2,59242780877501e-05;0,0107666647287496;0,0147720797100031;0,00513347022587269;1,47354005562241;0,0111464080879039
"moyen";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760305;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;1,98110248698906e-05;9,17817237443475e-05;8,12652509432767e-06;0,00291025146619325;0,00513347022587269;0,498716300834401;0,00127678618438372
"mouvement";-0,0621223602630702;0,133712676233029;0,039787524280546;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760306;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250606;0,955267820543074;1,58488198959124e-05;7,3425378995478e-05;6,50122007546216e-06;0,0023282011729546;0,00410677618069815;0,498716300834401;0,00102142894750698
"moment";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760305;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;1,98110248698906e-05;9,17817237443475e-05;8,12652509432767e-06;0,00291025146619325;0,00513347022587269;0,498716300834401;0,00127678618438372
"mois";-0,231489648254952;-0,665081102467379;-0,742076575791835;-0,146847600136538;-0,223981925624706;-0,643511047471037;-0,718009386855111;-0,142085006823821;0,0575036836963978;0,41770500843824;0,506529888757659;0,0182614191077041;0,000275089616269002;0,00227070263274756;0,00282688729126763;0,000110699269331934;0,00513347022587269;0,703486867605766;0,00254052244811999
"jour";-0,124418809995333;0,071063699393528;1,44822176794869;1,69634935302508;-0,0556669644106495;0,0317950350527948;0,647957568619662;0,758973816470497;0,0037861054039371;0,00108693653803185;0,439709521874992;0,555417436183041;7,94663258760508e-05;2,59242780877501e-05;0,0107666647287496;0,0147720797100031;0,00513347022587269;1,47354005562241;0,0111464080879039
"essentiel";-0,165949776483508;0,0292977148338606;2,38717793039412;3,32920818770276;-0,0404747807694176;0,00714564737641133;0,582227378895543;0,811986459930007;0,0020160722505251;5,52978433065735e-05;0,357599945730743;0,640328684175426;0,000141372321945206;4,40634545424135e-06;0,0292536882513385;0,0568974700054778;0,00513347022587269;2,69336913328559;0,0372394111300595
"engagement";-0,0828878435071577;0,112829683953195;0,50926560550326;0,0634905183473981;-0,155815383785878;0,212101072530477;0,957334784124113;0,119351633055937;0,0282074081870254;0,0459955901112036;0,912736268810656;0,0130607328911162;3,52689661256009e-05;6,53518356313038e-05;0,00133137298228235;2,06932542095549e-05;0,00513347022587269;0,359651190328784;0,000664009130928701
"discrimination";-0,0828878435071577;0,112829683953195;0,50926560550326;0,0634905183473981;-0,155815383785878;0,212101072530477;0,957334784124113;0,119351633055937;0,0282074081870254;0,0459955901112036;0,912736268810656;0,0130607328911162;3,52689661256009e-05;6,53518356313038e-05;0,00133137298228235;2,06932542095549e-05;0,00513347022587269;0,359651190328784;0,000664009130928701
"cours";-0,0621223602630702;0,133712676233029;0,0397875242805459;-0,752938898991442;-0,0808600963135911;0,174043932535161;0,0517884869760305;-0,98004505355039;0,0082401150271205;0,0335946786373003;0,00289738579250605;0,955267820543074;1,98110248698906e-05;9,17817237443475e-05;8,12652509432767e-06;0,00291025146619325;0,00513347022587269;0,498716300834401;0,00127678618438372
"conjoint";-0,114036068373289;0,0815051955334449;1,21348272733733;1,28813464435566;-0,0642369719224645;0,0459122015665987;0,68355965788998;0,725611380348237;0,00501987598807208;0,00225666479808842;0,487248857330627;0,505474601883213;5,34054410268477e-05;2,72817121106574e-05;0,00604739355049711;0,00681433618886767;0,00410677618069815;1,17291892695675;0,00564985137253957
